 objectid,premises_name, long, lat, lga
11836,LA SPAGETTERIA RESTAURANT,144.9666416,-37.80392359,MELBOURNE
11837,SAFETY BEACH COUNTRY CLUB,144.9979484,-38.32167748,MORNINGTON PENINSULA SHIRE
11838,LAVERTON MAGPIES FOOTBALL CLUB,144.768151,-37.871343,HOBSONS BAY
11839,BOMBA STUZZICHINI E APERITIVI,145.0641566,-37.75581199,BANYULE
11840,SUNRAYSIA GOLF RANGE,142.1330927,-34.19274805,MILDURA
11841,BRIGHT CAFE,146.9614146,-36.72967651,ALPINE
11842,YARRA VALLEY RACING,145.3805286,-37.65593091,YARRA RANGES
11843,YARRA VALLEY RACING,145.3805286,-37.65593091,YARRA RANGES
11844,FONG'S CHINESE RESTAURANT,145.0559906,-37.92058866,GLEN EIRA CITY
11845,THE SILVERLAKE SOCIAL,144.993626,-37.851365,STONNINGTON
11846,ROCHESTER MOTEL,144.6967208,-36.35894403,CAMPASPE
11847,YALLOURN-YALLOURN NORTH FOOTBALL NETBALL CLUB,146.345224,-38.158437,LATROBE
11848,RUPERTSWOOD FOOTBALL CLUB,144.7311539,-37.57636179,HUME
11849,CURRY LEAF CAFE,144.989905,-37.873299,PORT PHILLIP CITY
11850,OFF THE KERB,144.987068,-37.799056,YARRA
11851,RINGWOOD CROQUET CLUB,145.2322479,-37.82232919,MAROONDAH
11852,TWO FAT INDIANS,144.9845054,-37.81607356,MELBOURNE
11853,2 BROTHERS BREWERY,145.0687193,-37.94266705,KINGSTON CITY
11854,BALWYN FOOTBALL CLUB,145.077725,-37.812575,BOROONDARA
11855,PJ O'BRIEN IRISH PUB,144.9651297,-37.82185385,MELBOURNE
11856,BEAR BRASS,144.9649651,-37.82021385,MELBOURNE
11857,BAIRNSDALE FOOTBALL NETBALL CLUB,147.623817,-37.831722,EAST GIPPSLAND
11858,BUNINYONG FOOTBALL CLUB,143.890091,-37.648979,BALLARAT CITY
11859,WISE MEN SAY,145.003595,-37.897223,BAYSIDE
11860,null,144.9654468,-37.81186941,MELBOURNE
11861,THE PIANO LOUNGE & BAR,144.9907479,-37.81780271,YARRA
11862,GC & R BROWN,145.111966,-37.694911,BANYULE
11863,HUONG VIET RESTAURANT,144.831769,-37.785232,BRIMBANK CITY
11864,URBAN CAMP MELBOURNE,144.945033,-37.7864,MELBOURNE
11865,GRANDMA'S PEKING DUCK,145.061929,-37.889638,GLEN EIRA CITY
11866,WANTIRNA CLUB,145.23326,-37.870706,KNOX CITY
11867,LITTLE BROTHER CAFE,144.960452,-37.816279,MELBOURNE
11868,null,145.453759,-37.81896,YARRA RANGES
11869,SIMPLY SPANISH,144.957744,-37.832251,PORT PHILLIP CITY
11870,FAT BOY THAI KITCHEN,145.0368,-37.815919,BOROONDARA
11871,BEECHWORTH CHINESE VILLAGE RESTAURANT,146.6875056,-36.36023081,INDIGO
11872,SAGELEAF CATERING,145.045512,-37.823697,BOROONDARA
11873,IRON HENRY,145.068028,-37.889918,GLEN EIRA CITY
11874,TAO TAO HOUSE,145.0365418,-37.81516719,BOROONDARA
11875,LE PETIT GATEAU,144.9593641,-37.8155725,MELBOURNE
11876,COCA COLA AMATIL,145.0646826,-37.94818791,KINGSTON CITY
11877,BUNDALONG CARAVAN PARK,146.2050029,-36.06932096,INDIGO
11878,WANGARATTA ROVERS FOOTBALL CLUB,146.3137394,-36.3475949,WANGARATTA
11879,DEEP BLUE WARRNAMBOOL,142.4733452,-38.3966722,WARRNAMBOOL CITY
11880,NILMA DARNUM FOOTBALL & NETBALL CLUB,146.0106123,-38.18412484,BAW BAW SHIRE
11881,EILDON TENNIS CLUB,145.91258,-37.232635,MURRINDINDI
11882,BUNDOORA UNITED FOOTBALL CLUB,145.076476,-37.6391004,WHITTLESEA
11883,THE BEATT,145.013954,-37.850285,STONNINGTON
11884,A.C.E.S. DRIVE THRU LIQUOR,144.8117415,-37.8698411,HOBSONS BAY
11885,LOST ANGEL BAR & RESTAURANT,144.9711505,-37.80792121,MELBOURNE
11886,LAFAYETTE FINE FOODS,144.9932122,-37.90299126,BAYSIDE
11887,56 BRICKS,144.992801,-37.855793,STONNINGTON
11888,null,144.9478449,-37.81947225,MELBOURNE
11889,ZIFFANO'S SEAFOOD & RISOTTO BAR,145.0714039,-37.68258776,WHITTLESEA
11890,PERLA TACOS,144.316369,-38.327277,SURF COAST
11891,C.F.A. SPRINGHURST FIRE BRIGADE SOCIAL CLUB,146.4666545,-36.18449294,WANGARATTA
11892,LA PORCHETTA,145.148544,-37.872864,MONASH CITY
11893,PHI PHI 2,144.800452,-37.74308,BRIMBANK CITY
11894,RED ISLAND,145.0574854,-37.85903635,STONNINGTON
11895,LIQUOR LEGENDS,144.873819,-37.81955,MARIBYRNONG CITY
11896,CRANBOURNE TENNIS CLUB,145.3079551,-38.11654053,CASEY
11897,NOBU MELBOURNE,144.9568517,-37.82431389,MELBOURNE
11898,MELBOURNE ROWING CLUB,144.9718254,-37.81993286,MELBOURNE
11899,SNOW PONY MT BULLER,146.4408788,-37.14590941,MOUNT BULLER ALPINE RESORT (UNINC)
11900,PMK SWAN HILL VICTORIA,143.5607619,-35.3404391,SWAN HILL
11901,TDOK CHICKEN,144.3477039,-38.14274665,GREATER GEELONG
11902,GARDENWORLD CAFE,145.1419252,-38.00311119,KINGSTON CITY
11903,ALDI STORES,143.561209,-35.342972,SWAN HILL
11904,BWS,144.8602751,-37.79359788,MARIBYRNONG CITY
11905,YARRAWONGA CELLARS,146.0048005,-36.01558434,MOIRA
11906,FOODWORKS PRESTON,144.9907037,-37.73550969,DAREBIN
11907,UPPER YARRA ARTS CENTRE,145.6898643,-37.75333482,YARRA RANGES
11908,WARRNAMBOOL BOWLS CLUB,142.4864986,-38.387562,WARRNAMBOOL CITY
11909,GRANGEBURN BOWLING CLUB,142.031574,-37.733953,SOUTHERN GRAMPIANS SHIRE
11910,DESIGN A SPACE RETAIL GALLERY,144.9933208,-37.85320375,STONNINGTON
11911,BAIRNSDALE BOWLS CLUB,147.619634,-37.823941,EAST GIPPSLAND
11912,LIQUORLAND,143.7414521,-37.04839936,CENTRAL GOLDFIELDS
11913,LIQUORLAND,144.9526066,-37.81639485,MELBOURNE
11914,NAR NAR GOON/MARYKNOLL CRICKET CLUB,145.572289,-38.084009,CARDINIA
11915,DA BRUNO RISTORANTE PIZZA,144.984237,-37.816062,MELBOURNE
11916,null,144.99814,-37.761793,DAREBIN
11917,PINES/SEAFORD FISHING CLUB,145.132834,-38.117024,FRANKSTON
11918,SEMPREVINO,145.031425,-37.862132,STONNINGTON
11919,YELLOW DOOR,144.9544191,-37.84140586,PORT PHILLIP CITY
11920,VASKO RESTAURANT,145.041729,-37.769094,BANYULE
11921,GYPSY CREEK WINERY,145.802662,-38.038288,BAW BAW SHIRE
11922,null,145.163564,-37.812809,WHITEHORSE CITY
11923,null,145.1456127,-37.85132219,WHITEHORSE CITY
11924,DUE MONDI,145.060835,-37.839,BOROONDARA
11925,null,145.1234957,-37.81841636,WHITEHORSE CITY
11926,CALIVIL UNITED FOOTBALL & NETBALL CLUB,144.074965,-36.300333,LODDON
11927,BENDIGO JOCKEY CLUB,144.3173201,-36.7283536,GREATER BENDIGO
11928,LITTLE THAI KITCHEN,144.908504,-37.755863,MOONEE VALLEY CITY
11929,MOORINGS AT METUNG,147.8535172,-37.89335129,EAST GIPPSLAND
11930,HIRE A KEG,145.06629,-37.658498,WHITTLESEA
11931,ABLA'S LEBANESE RESTAURANT,144.971058,-37.797763,MELBOURNE
11932,WABI SABI GARDEN,144.9844087,-37.85639828,PORT PHILLIP CITY
11933,WABI SABI GARDEN,144.9844087,-37.85639828,PORT PHILLIP CITY
11934,SILVERWATER RESORT,145.390755,-38.52248,BASS COAST SHIRE
11935,KNOX VILLAGE SERVICES ASSOCIATION,145.2429092,-37.87181509,KNOX CITY
11936,MR SUN'S KITCHEN,145.119827,-37.8496,WHITEHORSE CITY
11937,BIN 3 FINE WINES,145.102011,-37.803317,BOROONDARA
11938,MILDURA BREWERY PUB (BROO),142.1628462,-34.18337175,MILDURA
11939,CRAWFORD CATERING,146.1040472,-37.06494874,MANSFIELD SHIRE
11940,ZONZO ESTATE YARRA VALLEY,145.4012529,-37.65787645,YARRA RANGES
11941,LICENSEDINTERNETCAFE.COM.AU,144.985476,-37.810074,MELBOURNE
11942,POINT COOK FOOTBALL CLUB,144.74066,-37.884372,WYNDHAM CITY
11943,CAFE ARCO,145.2432484,-38.04063063,GREATER DANDENONG CITY
11944,ZEBPLAND PTY LTD,145.445218,-37.718548,YARRA RANGES
11945,GEORGE KERFERD HOTEL,146.6944909,-36.3696046,INDIGO
11946,MI:VA 'IL GUSTO RISTORANTE ITALIANO,145.194909,-37.836437,WHITEHORSE CITY
11947,1ST CHOICE LIQUOR SUPERSTORE,144.9404893,-37.84095647,PORT PHILLIP CITY
11948,NORTH BALWYN BASEBALL CLUB,145.072371,-37.801044,BOROONDARA
11949,EDGE GEELONG,144.3630508,-38.14476595,GREATER GEELONG
11950,MOUNT PLEASANT FOOTBALL CLUB,144.690715,-36.722095,CAMPASPE
11951,null,144.9708718,-37.82942906,MELBOURNE
11952,DAVID & CAMY NOODLE RESTAURANT,145.1238143,-37.81918393,WHITEHORSE CITY
11953,"BWS - BEER, WINE, SPIRITS",145.0631887,-37.98121815,KINGSTON CITY
11954,HEATHCOTE FOOTBALL & NETBALL CLUB,144.7099676,-36.92310328,GREATER BENDIGO
11955,ROTARY CLUB OF EAGLEHAWK,144.2568282,-36.7346727,GREATER BENDIGO
11956,BAR BITZ,145.319433,-37.761091,YARRA RANGES
11957,90 SECONDI BRIGHTON,145.001346,-37.905521,BAYSIDE
11958,LIQUOROLOGIST,144.9609312,-37.80878135,MELBOURNE
11959,THE CASEY HOCKEY CLUB,145.362757,-38.030498,CASEY
11960,HAIRY LITTLE SISTA,144.9668366,-37.81413465,MELBOURNE
11961,SOUTH GIPPSLAND WINE COMPANY,145.9908321,-38.43859423,SOUTH GIPPSLAND
11962,PORTLAND YACHT CLUB,141.607533,-38.34928,GLENELG
11963,PAKENHAM BOWLS CLUB,145.481088,-38.0738038,CARDINIA
11964,BROTHER'S KEEPER CAFE,145.032002,-37.840027,STONNINGTON
11965,TIDES OF RHYLL,145.3092795,-38.46425418,BASS COAST SHIRE
11966,SHERWOOD LIQUOR,145.12161,-38.05288,KINGSTON CITY
11967,NOBLE PARK UNITED FOOTBALL CLUB,145.1795831,-37.96791681,GREATER DANDENONG CITY
11968,BENDIGO UMPIRES ASSOCIATION,144.2948857,-36.74399953,GREATER BENDIGO
11969,MOOSE BAR & CAFE,144.9936875,-37.83763558,STONNINGTON
11970,WOOD OVEN PIZZA,144.3555073,-38.14187308,GREATER GEELONG
11971,CITY GRILL ROOM,144.9561532,-37.8138262,MELBOURNE
11972,MONT ROUGE ESTATE,144.9661345,-37.83687994,PORT PHILLIP CITY
11973,DAIWA FOOD CORPORATION,145.126799,-37.899222,MONASH CITY
11974,LOCKINGTON BAMAWM UNITED FOOTBALL - NETBALL CLUB,144.538044,-36.267005,CAMPASPE
11975,MT MACEDON WINERY,144.5583348,-37.38489495,MACEDON RANGES
11976,KEALBA CELLARS,144.825154,-37.740096,BRIMBANK CITY
11977,POYNTONS NURSERY BOULEVARD CAFE,144.896738,-37.764084,MOONEE VALLEY CITY
11978,LIQUORLAND,145.26498,-37.841852,KNOX CITY
11979,UPPER YARRA ANGLING CLUB,145.75311,-37.86413391,YARRA RANGES
11980,PORTELLO ROSSO,144.9618378,-37.81381663,MELBOURNE
11981,A & C KEARTON,146.699592,-36.366614,INDIGO
11982,BAKED IN SOUTH MELBOURNE,144.9562387,-37.83148169,PORT PHILLIP CITY
11983,null,145.6594635,-35.91491849,MOIRA
11984,DAYA LIQUOR CELLARS,145.2137222,-37.98782958,GREATER DANDENONG CITY
11985,TANDOORI TIMES,144.8902135,-37.81672735,MARIBYRNONG CITY
11986,MAIN STREET CAFE BENALLA,145.9853026,-36.55154556,BENALLA
11987,"BWS - BEER, WINE, SPIRITS",143.830444,-37.540629,BALLARAT CITY
11988,WOOD'S PADDOCK ESTATE,144.9901586,-37.8498237,STONNINGTON
11989,ALDI STORES,145.9273655,-38.16267595,BAW BAW SHIRE
11990,ALDI STORES,144.3925087,-38.17062396,GREATER GEELONG
11991,ALDI STORES,146.404385,-38.237917,LATROBE
11992,ALDI STORES,143.8412043,-37.58495855,BALLARAT CITY
11993,ALDI STORES,144.9878194,-37.86506051,PORT PHILLIP CITY
11994,ALDI STORES,142.2059214,-36.74028124,HORSHAM
11995,JMS INTERNATIONAL TRADING,145.3541597,-38.08001928,CASEY CITY
11996,null,144.971032,-37.81216169,MELBOURNE
11997,SELF PRESERVATION,144.971085,-37.811714,MELBOURNE
11998,THIRTEENTH BEACH GOLF LINKS,144.4567584,-38.27810471,GREATER GEELONG
11999,STAWELL FOOTBALL AND NETBALL CLUB,142.774988,-37.059491,NORTHERN GRAMPIANS SHIRE
12000,THE LITTLE HUNGARIAN RESTAURANT,145.01919,-37.886724,GLEN EIRA CITY
12001,FLYING HORSE BAR & BREWERY,142.5333424,-38.38539697,WARRNAMBOOL CITY
12002,FIREWATER LIQUOR,145.080455,-37.661399,WHITTLESEA
12003,CITY GARDENS MOTEL TRARALGON,146.5480842,-38.1926258,LATROBE
12004,CAFE MILATO,144.977345,-37.782912,YARRA
12005,WANTIRNA SOUTH FOOTBALL CLUB,145.2375567,-37.8733054,KNOX CITY
12006,ODDFELLOWS BREWERY,144.9711449,-37.80945695,MELBOURNE
12007,"BWS - BEER, WINE, SPIRITS",144.323808,-38.172508,GREATER GEELONG
12008,SOUTH MORNINGTON FOOTBALL CLUB,145.033414,-38.262146,MORNINGTON PENINSULA SHIRE
12009,IMBLISS25,144.9803111,-37.87071999,PORT PHILLIP CITY
12010,KNOXFIELD THAI RESTAURANT,145.249276,-37.894947,KNOX CITY
12011,CITRUS AND VINE,145.238298,-38.46745215,BASS COAST SHIRE
12012,TIMBOON RAILWAY SHED DISTILLERY,142.9725836,-38.48316812,CORANGAMITE
12013,COHUNA-LEITCHVILLE SUB-BRANCH R.S.L.,144.2205634,-35.81109461,GANNAWARRA
12014,GEELONG EL TORO PIZZA,144.3588795,-38.15193323,GREATER GEELONG
12015,BALLARAT BRIDGE CLUB,143.8383,-37.56512088,BALLARAT CITY
12016,L'OLIVO,145.050392,-37.876082,STONNINGTON
12017,CITY OF FRANKSTON BOWLING CLUB,145.124573,-38.151167,FRANKSTON
12018,CARNEGIE KOREAN BBQ RESTAURANT,145.0575261,-37.88527686,GLEN EIRA CITY
12019,CHOPSTIX ASIAN NOODLE BAR,143.9750259,-38.53993219,SURF COAST
12020,null,142.2364186,-38.3831897,MOYNE
12021,HERNE HILL BOWLS CLUB,144.3178146,-38.14069693,GREATER GEELONG
12022,ALDI STORES (A LIMITED PARTNERSHIP),145.0341418,-37.9177372,GLEN EIRA CITY
12023,CHURCHILL UNITED SOCCER CLUB,146.421464,-38.297134,LATROBE
12024,PHILLIP ISLAND BRIDGE CLUB,145.354877,-38.511925,BASS COAST SHIRE
12025,LA BODEGA DE ANDRES,144.9785994,-37.79634103,YARRA
12026,null,144.9935508,-37.84913779,STONNINGTON
12027,ATLANTIC GROUP (V),144.9448692,-37.81595091,MELBOURNE
12028,ATLANTIC GROUP (V),144.9448692,-37.81595091,MELBOURNE
12029,WEINRICH WINES,143.8636999,-37.61185155,BALLARAT CITY
12030,MILLERS RD LIQUOR,144.848776,-37.826016,HOBSONS BAY
12031,TWINKLES OF OMEO,147.5925754,-37.10027146,EAST GIPPSLAND
12032,BWS - BEER WINE SPIRITS,143.561101,-35.342278,SWAN HILL
12033,MAHJONG,144.979905,-37.858573,PORT PHILLIP CITY
12034,GRADI AT CROWN,144.9568517,-37.82431389,MELBOURNE
12035,ARTISTIC CULINAIRE,144.998253,-37.82275,YARRA
12036,MOODI'S CAFE,145.2324486,-38.20286535,CASEY
12037,TRARALGON CROQUET CLUB,146.532606,-38.195596,LATROBE
12038,OTWAY NOURISHED,143.5204364,-38.62128066,COLAC OTWAY
12039,DARRIWILL FARM,144.3246766,-38.17160161,GREATER GEELONG
12040,SAFETY BEACH SAILING CLUB,144.9928642,-38.31076215,MORNINGTON PENINSULA SHIRE
12041,null,145.127993,-37.929373,MONASH CITY
12042,OK CAFE RESTAURANT,144.9688544,-37.66155655,HUME
12043,SMOKIN JOE'S PIZZA & GRILL - THORNBURY,145.0009273,-37.75518756,DAREBIN
12044,FLAVOR OF INDIA,145.3133542,-37.78531063,YARRA RANGES
12045,LIQUORLAND,144.9607158,-37.83270385,PORT PHILLIP CITY
12046,1ST CHOICE LIQUOR SUPERSTORE,145.0662182,-37.65112467,WHITTLESEA
12047,null,144.9623358,-37.80721793,MELBOURNE
12048,TRINKET BAR,144.971339,-37.815319,MELBOURNE
12049,FRESH CHILLI THAI RESTAURANT,144.762017,-37.86741,HOBSONS BAY
12050,KOFI BEANS,145.280616,-37.797057,MAROONDAH
12051,CASA MIA PIZZA RESTAURANT AND BAR,145.043602,-37.956634,BAYSIDE
12052,THE SPORTING GLOBE BAR & GRILL,145.3038222,-38.0159233,CASEY
12053,DAN MURPHY'S,145.0853745,-37.91018961,MONASH CITY
12054,null,144.992183,-37.857207,STONNINGTON
12055,SIX KEYS,145.0412841,-37.99188569,BAYSIDE
12056,THE ST KILDA BRANCH,144.9809029,-37.86997706,PORT PHILLIP CITY
12057,BREWTOPIA,144.9705665,-37.65816357,HUME
12058,IRORI JAPANESE RESTAURANT,145.004381,-37.905582,BAYSIDE
12059,LITTLE VIETNAM 504,145.00319,-37.934913,BAYSIDE
12060,SOUTH MELBOURNE DISTRICT SPORTS CLUB,144.971171,-37.854144,PORT PHILLIP CITY
12061,ON TOP IN ORMOND,145.038919,-37.903567,GLEN EIRA CITY
12062,MISS KOREA RESTAURANT,145.057151,-37.827837,BOROONDARA
12063,DAN MURPHY'S,145.148774,-37.787786,MANNINGHAM
12064,ROYAL GEELONG YACHT CLUB,144.3667412,-38.14518211,GREATER GEELONG
12065,AMBROSIA,145.3471,-38.055887,CASEY
12066,SANDHURST CLUB,145.2109431,-38.0792825,FRANKSTON
12067,ORGANIC WHOLEFOODS,144.973054,-37.762921,MORELAND
12068,SETTLERS RUN GOLF & COUNTRY CLUB,145.2495991,-38.133029,CASEY
12069,SETTLERS RUN GOLF & COUNTRY CLUB,145.252727,-38.133128,CASEY
12070,POONS RESTAURANT,144.8951132,-37.7994043,MARIBYRNONG CITY
12071,INVERLOCH CRICKET CLUB INC,145.726246,-38.6330011,BASS COAST SHIRE
12072,MERNE AT LIGHTHOUSE,144.6193216,-38.19369851,GREATER GEELONG
12073,CABARET VOLTAIRE,144.9501444,-37.80425343,MELBOURNE
12074,BRIGHTON CROQUET CLUB,144.998849,-37.913292,BAYSIDE
12075,NORTHCOTE IGA PLUS LIQUOR,144.9987198,-37.77179224,DAREBIN
12076,RARE UPTOWN,144.9717091,-37.8128433,MELBOURNE
12077,FRATELLI WINE COMPANY,145.4194946,-37.21493865,MURRINDINDI
12078,OZ TENPIN EPPING,145.0195635,-37.64857028,WHITTLESEA
12079,BALDOVINO RESTAURANT,145.0016951,-37.75322783,DAREBIN
12080,EUROA BUTTER FACTORY,145.5730664,-36.74192988,STRATHBOGIE
12081,VEGIE KITCHEN,144.9605566,-37.82486989,MELBOURNE
12082,BERGERAC RESTAURANT,144.9562372,-37.8142422,MELBOURNE
12083,TAYLORS LAKES RECREATION CLUB,144.7908227,-37.7084211,BRIMBANK CITY
12084,RED SPICE ROAD,144.961572,-37.81521785,MELBOURNE
12085,VERMONT CRICKET CLUB,145.190252,-37.837604,WHITEHORSE CITY
12086,THE GILDED LILY RESTAURANT AND BAR,145.7068509,-38.36859635,SOUTH GIPPSLAND
12087,BUNINYONG CRICKET CLUB,143.890274,-37.649892,BALLARAT CITY
12088,HOPSCOTCH ESPRESSO,145.00218,-37.88434,GLEN EIRA CITY
12089,SANCTUARY LAKES FUNCTION CENTRE,144.7639477,-37.89491176,WYNDHAM CITY
12090,HANDI'S INDIAN RESTAURANT,145.195806,-37.836956,WHITEHORSE CITY
12091,SAN LUCA CAFE,144.989276,-37.83885175,STONNINGTON
12092,AMOROSA,144.8982506,-37.85875286,HOBSONS BAY
12093,CELLARBRATIONS AT CAMPBELLFIELD,144.9490523,-37.66688104,HUME
12094,UPTOWN JAZZ CAFE,144.977582,-37.802138,YARRA
12095,MALOA HOUSE GOURMET DELIGHTS,144.527502,-37.355976,MACEDON RANGES
12096,EST ESPRESSO AND KITCHEN,145.0348982,-37.98583146,BAYSIDE
12097,PJ'S - EST. 2016,145.1940273,-38.30723745,MORNINGTON PENINSULA SHIRE
12098,PARTYWORLD,144.9634863,-37.81170035,MELBOURNE
12099,ATTIK,144.993435,-37.850018,STONNINGTON
12100,MANTRA 100 EXHIBITION,144.9714062,-37.8133044,MELBOURNE
12101,LYDIARD BOUTIQUE INN,143.8574513,-37.56112208,BALLARAT CITY
12102,LOVE PHO,144.9977356,-37.82550399,YARRA
12103,BAYSWATER CELLARS,145.2464958,-37.84802348,KNOX CITY
12104,IVANHOE PARK CROQUET CLUB,145.05118,-37.772877,BANYULE
12105,ASIAN BEER CAFE,144.9627951,-37.8109157,MELBOURNE
12106,BEAN ROASTED,144.7516347,-36.12831983,CAMPASPE
12107,ADVENTURE SAILS,144.7645,-38.356248,MORNINGTON PENINSULA SHIRE
12108,PORTARLINGTON CRICKET CLUB,144.644223,-38.113418,GREATER GEELONG
12109,MISS COLOMBIA,144.9588458,-37.8454286,PORT PHILLIP CITY
12110,EASTERN DISTRICTS POLISH ASSOCIATION (MELBOURNE),145.2315464,-37.93797785,KNOX CITY
12111,REGIONAL EXPRESS HOLDINGS,144.8508583,-37.67492031,HUME
12112,GOLD LEAF (PRESTON) RESTAURANT,145.003501,-37.73965,DAREBIN
12113,RAMADA RESORT PHILLIP ISLAND,145.244127,-38.47284,BASS COAST SHIRE
12114,COLAC & DISTRICT DARTS ASSOCIATION,143.582634,-38.359839,COLAC OTWAY
12115,LA MAMA,144.9677098,-37.79893145,MELBOURNE
12116,LA MAMA INC,144.9686863,-37.79769565,MELBOURNE
12117,BIG4 BEACON RESORT,144.6237681,-38.2713072,QUEENSCLIFFE BOROUGH
12118,null,145.151133,-37.948352,GREATER DANDENONG CITY
12119,EVEN KEEL WINES,145.024823,-38.37417,MORNINGTON PENINSULA SHIRE
12120,THE LONG MACC BAR-CAFE,144.8616026,-37.750085,MOONEE VALLEY CITY
12121,ALDI STORES,145.068565,-37.756196,BANYULE
12122,ALDI STORES,146.2577744,-38.1754457,LATROBE
12123,CHELTENHAM CRICKET CLUB,145.050725,-37.971396,BAYSIDE
12124,BLACK ROCK LIFE SAVING CLUB,145.01469,-37.974612,BAYSIDE
12125,TRARALGON ROVERS CRICKET CLUB,146.530526,-38.202248,LATROBE
12126,AFRO HUB,144.977447,-37.782285,YARRA
12127,MARINELLI'S RESTAURANT,144.8242571,-37.7395494,BRIMBANK CITY
12128,MARINELLI'S RESTAURANT,144.8242571,-37.7395494,BRIMBANK CITY
12129,ST PAULS CRICKET CLUB GLEN WAVERLEY,145.0992289,-37.87631425,MONASH CITY
12130,"BWS - BEER, WINE, SPIRITS",144.964121,-37.744131,MORELAND
12131,PHO HIEN SAIGON,144.8324284,-37.78459125,BRIMBANK CITY
12132,MAD MEX FLINDERS LANE,144.9643293,-37.81740136,MELBOURNE
12133,TERROR TWILIGHT,144.9849124,-37.79918926,YARRA
12134,BLAZING STUMP COMFORT INN,146.9111464,-36.13868645,WODONGA RURAL CITY
12135,BRUNSWICK ST ALIMENTARI,144.9780238,-37.79970383,YARRA
12136,"BWS - BEER, WINE, SPIRITS",145.0687,-37.6508,WHITTLESEA
12137,THE NIXON HOTEL,144.9480282,-37.8188339,MELBOURNE
12138,"BWS - BEER, WINE, SPIRITS",145.0842,-37.8857,STONNINGTON
12139,MELBOURNE CRICKET GROUND,144.9831224,-37.8178729,MELBOURNE
12140,YARRAGON ALE HOUSE,146.0678771,-38.20419585,BAW BAW SHIRE
12141,CONVENT BAKERY,145.0019147,-37.8032132,YARRA
12142,BWS,143.5908,-38.341244,COLAC OTWAY
12143,THE LUCAS CRICKET CLUB,143.830621,-37.562805,BALLARAT CITY
12144,RIDDELL FOOTBALL CLUB,144.683487,-37.462456,MACEDON RANGES
12145,LANGWARRIN LIQUOR,145.1849159,-38.1535553,FRANKSTON
12146,NARAI THAI RESTAURANT,145.0835,-37.813282,BOROONDARA
12147,NAMBROK CRICKET CLUB,146.8533187,-38.0707758,WELLINGTON
12148,HOUSE OF INJERA,144.896709,-37.799595,MARIBYRNONG CITY
12149,LAANECOORIE-DUNOLLY CRICKET CLUB,143.731312,-36.853262,CENTRAL GOLDFIELDS
12150,ATHINA WINDSOR NOMINEES PTY LTD,144.9928588,-37.85343486,STONNINGTON
12151,MILLFORD STORES,142.5865677,-36.45996075,YARRIAMBIACK
12152,NEWTOWN & CHILWELL FOOTBALL CLUB,144.3243391,-38.14237045,GREATER GEELONG
12153,BAYS DOVER,144.984166,-37.778874,YARRA
12154,L-AQUA DROMANA RESTAURANT CAFE BAR,144.967072,-38.331829,MORNINGTON PENINSULA SHIRE
12155,LIQUORLAND,145.1259681,-37.7856703,MANNINGHAM
12156,LIQUORLAND,144.3378111,-38.13876825,GREATER GEELONG
12157,MELBOURNE SHOWBOAT,144.938668,-37.819815,MELBOURNE
12158,COCOA BEAN CAFE,144.9585983,-37.81595035,MELBOURNE
12159,THE BLAZING STUMP MOTEL,146.9111464,-36.13868645,WODONGA RURAL CITY
12160,IBIS HOTEL GLEN WAVERLEY,145.1642332,-37.8831622,MONASH CITY
12161,CASTLEMAINE RIFLE CLUB,144.1975,-37.055663,MOUNT ALEXANDER SHIRE
12162,MOOROODUC CRICKET CLUB,145.103303,-38.256094,MORNINGTON PENINSULA SHIRE
12163,NANDO'S,144.276681,-36.76029213,GREATER BENDIGO
12164,ALEXANDRA (REBELS) FOOTBALL CLUB,145.7071633,-37.1861859,MURRINDINDI
12165,BAR TWENTY 4,146.1555035,-38.20806306,BAW BAW SHIRE
12166,TATURA CRICKET CLUB,145.22925,-36.446953,GREATER SHEPPARTON CITY
12167,BEAUVALLET PASTORAL COMPANY,145.011057,-37.95033,BAYSIDE
12168,PLENTY VALLEY SERVICES ASSOCIATION,145.0638925,-37.64833419,WHITTLESEA
12169,STEFANO'S CAFE,142.1632223,-34.18413646,MILDURA
12170,AIRE VALLEY GUEST HOUSE,143.4901377,-38.76179019,COLAC OTWAY
12171,CASEY TENNIS CENTRE,145.325858,-38.037968,CASEY
12172,MINYIP CRICKET CLUB,142.592796,-36.460045,YARRIAMBIACK
12173,DIVINO RISTORANTE,145.4152441,-37.60975251,YARRA RANGES
12174,BUFFALO MOTEL AND COUNTRY RETREAT,146.8985865,-36.68651433,ALPINE
12175,CONCRETE BOOTS BAR,145.0072926,-37.82628314,YARRA
12176,HAWKESDALE RECREATION RESERVE,142.3252992,-38.1090346,MOYNE
12177,KILMORE PALACE CHINESE RESTAURANT,144.9504752,-37.29087983,MITCHELL
12178,BALLARAT BURGER COMPANY,143.8411288,-37.56037561,BALLARAT CITY
12179,BEDFORD HEIGHTS ESTATE,145.1341454,-37.82838499,WHITEHORSE CITY
12180,"BWS - BEER, WINE, SPIRITS",145.2809827,-38.11044009,CASEY
12181,"BWS - BEER, WINE, SPIRITS",145.8579648,-38.13544646,BAW BAW SHIRE
12182,WYNDHAM RESORT TORQUAY,144.330094,-38.32338665,SURF COAST
12183,SWEET LULUS,144.8354702,-37.71925943,BRIMBANK CITY
12184,VESBAR,145.174925,-38.224825,MORNINGTON PENINSULA SHIRE
12185,NUT KING,145.121965,-37.818606,WHITEHORSE CITY
