premises_name, suburb, licence_no, address_1, address_2, postcode, long, licence_category, objectid, lga, lat
RARE DOWNTOWN,MELBOURNE,32295156,42-44 KING STREET,null,3000,144.957282,Restaurant and cafe Licence,12847,MELBOURNE,-37.81918
MERCURE MELBOURNE THERRY STREET,MELBOURNE,36114271,43 THERRY STREET,null,3000,144.9609581,Limited Licence,12849,MELBOURNE,-37.80778256
THE MUG HOUSE,MELBOURNE,32294891,440 COLLINS STREET,null,3000,144.959859,Restaurant and cafe Licence,12857,MELBOURNE,-37.8171978
SHOU SUMIYAKI,MELBOURNE,32295538,TENANCY 5,158 LITTLE BOURKE STREET,3000,144.9678264,Restaurant and cafe Licence,12865,MELBOURNE,-37.8116025
CHARMING SPICE,MELBOURNE,32294964,LEVEL 1,276-278 LONSDALE STREET,3000,144.9640014,Restaurant and cafe Licence,12868,MELBOURNE,-37.81155605
BANKS ROWING CLUB,MELBOURNE,36120280,PRINCES BRIDGE,null,3004,144.9710361,Limited Licence,12870,MELBOURNE,-37.8198432
MISS FOX MELBOURNE,MELBOURNE,32295017,285 LITTLE COLLINS STREET,null,3000,144.9650902,On-Premises Licence,12878,MELBOURNE,-37.81492728
LT. OSTERIA,MELBOURNE,32295499,TG25 550 BOURKE STREET,null,3000,144.9573192,Restaurant and cafe Licence,12882,MELBOURNE,-37.81571073
LA-FIGO,MELBOURNE,32295431,181-183 KING STREET,null,3000,144.9552147,Restaurant and cafe Licence,12916,MELBOURNE,-37.81589161
FRASER PLACE MELBOURNE,MELBOURNE,32296615,17-19 EXPLORATION LANE,null,3000,144.9680802,Restaurant and cafe Licence,12921,MELBOURNE,-37.80894685
CAFE KINETIC,MELBOURNE,32295821,103 FLINDERS LANE,null,3000,144.970891,Restaurant and cafe Licence,12930,MELBOURNE,-37.81545
PICCOLOCINO,MELBOURNE,32295732,SHOP 8,540 LITTLE COLLINS STREET,3000,144.9567927,Restaurant and cafe Licence,12932,MELBOURNE,-37.8170656
TRAVELODGE HOTEL MELBOURNE SOUTHBANK,SOUTHBANK,36115277,9 RIVERSIDE QUAY,CNR SOUTHGATE AVENUE,3006,144.9645348,Limited Licence,12933,MELBOURNE,-37.821638
THE BRESLIN BAR & GRILL,SOUTHBANK,32297116,TENANCY 3,1 SOUTHBANK BOULEVARD,3006,144.9627996,Restaurant and cafe Licence,12946,MELBOURNE,-37.82093788
LEFT BANK AT RIVERSIDE,SOUTHBANK,32296429,"TENANCY 1.1, BUILDING 1",1 SOUTHBANK BOULEVARD,3006,144.9627996,Restaurant and cafe Licence,12947,MELBOURNE,-37.82093788
null,MELBOURNE,32295936,LEVEL 1,28-32 ELIZABETH STREET,3000,144.9648306,Restaurant and cafe Licence,12984,MELBOURNE,-37.81726928
THE WHARF HOTEL,WORLD TRADE CENTRE,32299485,TENANCY G17 WORLD TRADE CTR WHARF,18-38 SIDDELEY STREET,3005,144.9534523,On-Premises Licence,12991,MELBOURNE,-37.8222685
RIVERS EDGE EVENTS,MELBOURNE,32301216,"LC15, WORLD TRADE CENTRE WHARF",18-38 SIDDELEY STREET,3005,144.9539724,On-Premises Licence,12992,MELBOURNE,-37.82225285
MERCANTILE ROWING CLUB,MELBOURNE,36120222,BOATHOUSE 5,BOATHOUSE DRIVE,3004,144.9717649,Limited Licence,13034,MELBOURNE,-37.8199561
IZAKAYA DEN,MELBOURNE,32296592,B3/114 RUSSELL STREET,null,3000,144.9690825,Restaurant and cafe Licence,13047,MELBOURNE,-37.81351305
BOMBA TAPAS BAR AND ROOFTOP,MELBOURNE,32296851,GROUND FLOOR,103-105 LONSDALE STREET,3000,144.9692431,Restaurant and cafe Licence,13083,MELBOURNE,-37.81045533
COTE TERRA ADICION,SOUTHBANK,32297687,"TENANCY 1, GROUND LEVEL & MEZZANINE LEVEL",28 FRESHWATER PLACE,3006,144.9620618,Restaurant and cafe Licence,13158,MELBOURNE,-37.82240069
PACO'S TACOS,MELBOURNE,32297263,TENANCY 6,500 BOURKE STREET,3001,144.9589294,Restaurant and cafe Licence,13164,MELBOURNE,-37.81526378
MOVIDA AQUI,MELBOURNE,32297271,TENANCY 7,500 BOURKE STREET,3001,144.9589294,Restaurant and cafe Licence,13165,MELBOURNE,-37.81526378
ECLIPSE CAFE,MELBOURNE,32299231,7A 495 COLLINS STREET,null,3000,144.9579683,Restaurant and cafe Licence,13210,MELBOURNE,-37.81820136
NO.1 DELICIOUS BBQ,MELBOURNE,32298942,487 SWANSTON STREET,null,3000,144.9623358,Restaurant and cafe Licence,13219,MELBOURNE,-37.80721793
HYLAND WINES,MELBOURNE,36116053,LEVEL 9,456 LONSDALE ST,3000,144.9586881,Limited Licence,13263,MELBOURNE,-37.81310419
CAFENATICS,MELBOURNE,32298536,4B-5 CHURCH LANE,500 COLLINS STREET,3000,144.957614,Restaurant and cafe Licence,13265,MELBOURNE,-37.817843
THE MOAT BAR & CAFE,MELBOURNE,32298235,176 LITTLE LONSDALE STREET,null,3000,144.9643151,Restaurant and cafe Licence,13267,MELBOURNE,-37.8100565
"THE WHEELER CENTRE:BOOKS,WRITING IDEAS",MELBOURNE,32298227,176 LITTLE LONSDALE STREET,null,3000,144.9643151,On-Premises Licence,13268,MELBOURNE,-37.8100565
CITY OF MELBOURNE BOWLS CLUB,WEST MELBOURNE,36116566,FLAGSTAFF GARDENS,DUDLEY STREET,3003,144.9535,Limited Licence,13271,MELBOURNE,-37.8093
TOKYO MAKI,MELBOURNE,32298031,SHOP 5,547 FLINDERS STREET,3000,144.9565951,Restaurant and cafe Licence,13328,MELBOURNE,-37.82085365
THE BASEMENT CAFE,MELBOURNE,32298976,SHOP 43,350 LA TROBE STREET,3000,144.9592789,Restaurant and cafe Licence,13342,MELBOURNE,-37.81070368
CHINARED RESTAURANT,MELBOURNE,32299477,SHOP 6,206 BOURKE STREET,3000,144.9670197,Restaurant and cafe Licence,13374,MELBOURNE,-37.81291494
CAFE INSIEME,MELBOURNE,32298455,"SHOP 6 & 7, 306 LITTLE COLLINS STREET",null,3000,144.9644212,Restaurant and cafe Licence,13389,MELBOURNE,-37.81487938
ASYLUM SEEKER RESOURCE CENTRE,FOOTSCRAY,36118495,214-218 NICHOLSON STREET,null,3011,144.952359,Limited Licence,13402,MELBOURNE,-37.810281
THE SALON BY LOUIS ROEDERER,MELBOURNE,32301389,LEVEL 1,314 BOURKE STREET,3000,144.9640081,Restaurant and cafe Licence,13403,MELBOURNE,-37.8137911
BRUNETTI MYER MELBOURNE,MELBOURNE,32301753,LEVEL 3,314 BOURKE STREET,3000,144.9640081,Restaurant and cafe Licence,13404,MELBOURNE,-37.8137911
MURAL HALL,MELBOURNE,32303064,LEVEL 6,314 BOURKE STREET,3000,144.9640081,On-Premises Licence,13405,MELBOURNE,-37.8137911
MUI,MELBOURNE,32302610,LEVEL 1 & 2,258 LONSDALE STREET,3000,144.9643556,On-Premises Licence,13411,MELBOURNE,-37.81147233
CAPTAIN'S OF INDUSTRY,MELBOURNE,32308022,LEVEL 1,2 SOMERSET PLACE,3000,144.9624875,Restaurant and cafe Licence,13430,MELBOURNE,-37.81371272
DYNASTY MELBOURNE RESTAURANT,MELBOURNE,32302539,"LEVEL 1, 206 BOURKE STREET",null,3000,144.9670197,Restaurant and cafe Licence,13440,MELBOURNE,-37.81291494
THE FIRST BIGMAMA,CARLTON,32309345,466 SWANSTON STREET,null,3053,144.9632669,Restaurant and cafe Licence,13445,MELBOURNE,-37.80602828
CABINET BAR,MELBOURNE,32299930,11 RAINBOW ALLEY,null,3000,144.9662123,Late night (on-premises) Licence,13458,MELBOURNE,-37.81418968
RIVERSIDE TEPPANYAKI,WORLD TRADE CENTRE,32307173,TENANCY G16 GROUND FLOOR,18-38 SIDDLEY STREET,3005,144.9527063,Restaurant and cafe Licence,13465,MELBOURNE,-37.8225202
MAN MO @ WTC,WORLD TRADE CENTRE,32303624,G14 GROUND LEVEL,18-38 SIDDLEY STREET,3005,144.9528926,Restaurant and cafe Licence,13466,MELBOURNE,-37.8224653
BYBLOS BAR & RESTAURANT,WORLD TRADE CENTRE,32302131,G12 GROUND & MEZZANINE LEVELS,18-38 SIDDLEY STREET,3005,144.9534523,Restaurant and cafe Licence,13467,MELBOURNE,-37.8222685
null,MELBOURNE,32300862,BASEMENT 107 FLINDERS LANE,null,3000,144.9707772,On-Premises Licence,13469,MELBOURNE,-37.81549405
RESTAURANT THE GUHNG,MELBOURNE,32300040,19 MCKILLOP STREET,null,3000,144.961636,Restaurant and cafe Licence,13501,MELBOURNE,-37.815345
INTERNATIONAL WINE EXCHANGE,DOCKLANDS,36118178,"LEVEL 10 , BUILDING 4 , WORLD TRADE","CENTRE , 611 FLINDERS STREET",3008,144.9705,Limited Licence,13504,MELBOURNE,-37.814541
CAFENATICS FIVE HUNDRED,MELBOURNE,32300781,TENANCY 4,500 BOURKE STREET,3000,144.9589294,Restaurant and cafe Licence,13538,MELBOURNE,-37.81526378
BURMA LANE,MELBOURNE,32300309,SHOP W10 SOUTHERN CROSS WEST,SOUTHERN CROSS LANE,3000,144.9704036,Restaurant and cafe Licence,13555,MELBOURNE,-37.8127329
KEDAI SATAY 2,MELBOURNE,32299956,186 KING STREET,null,3000,144.955675,Restaurant and cafe Licence,13593,MELBOURNE,-37.815674
RED SPICE ROAD QV,MELBOURNE,32300341,31-37 ARTEMIS LANE,null,3000,144.9655342,Restaurant and cafe Licence,13606,MELBOURNE,-37.8103574
SWORDS WINES,MELBOURNE,36118584,SHOP 47-50 DAIRY PRODUCE SECTION,QUEEN VICTORIA MARKET,3000,144.959466,Limited Licence,13608,MELBOURNE,-37.806912
BAR AMPERE,MELBOURNE,32305066,16 RUSSELL PLACE,null,3000,144.9673838,Restaurant and cafe Licence,13609,MELBOURNE,-37.81349236
AFGHAN VALLEY RESTAURANT,MELBOURNE,32300846,"FIRST FLOOR, 315-321 ELIZABETH STREET",null,3000,144.9615103,Restaurant and cafe Licence,13636,MELBOURNE,-37.81126963
IBIS MELBOURNE,MELBOURNE,36121422,15-21 THERRY STREET,null,3000,144.961291,Limited Licence,13645,MELBOURNE,-37.806875
GRILL'D,MELBOURNE,32303014,369 LITTLE BOURKE STREET,null,3000,144.9617736,Restaurant and cafe Licence,13648,MELBOURNE,-37.81367133
MAPO GRILL & BAR,MELBOURNE,32300252,"SHOP 4 & 5,",551-553 LITTLE LONSDALE STREET,3000,144.9555265,Restaurant and cafe Licence,13655,MELBOURNE,-37.81323856
GOLDILOCKS,MELBOURNE,32302903,264-266 SWANSTON STREET,null,3000,144.9651301,Restaurant and cafe Licence,13678,MELBOURNE,-37.81181889
YGF MALATANG,MELBOURNE,32300422,175 RUSSELL STREET,null,3000,144.967603,Restaurant and cafe Licence,13683,MELBOURNE,-37.812339
RED DROP WINES,MELBOURNE,36119807,LEVEL 5,84 WILLIAM STREET,3000,144.9591669,Limited Licence,13699,MELBOURNE,-37.81716779
THE PANCAKE PARLOUR,MELBOURNE,32300707,LEVEL 3 SHOP 319,360 ELIZABETH STREET,3000,144.9619305,Restaurant and cafe Licence,13713,MELBOURNE,-37.81095205
CANDELA NUEVO,MELBOURNE,32303145,LEVELS 12 & 13,2 QUEEN STREET,3000,144.9626522,On-Premises Licence,13744,MELBOURNE,-37.8186279
TGI FRIDAY'S,MELBOURNE,32301630,"T313, PART OF MELBOURNE CENTRAL",211 LATROBE STREET,3000,144.9634863,Restaurant and cafe Licence,13781,MELBOURNE,-37.81170035
KUURAKU,MELBOURNE,32301787,GROUND FLOOR,131-135 BOURKE STREET,3000,144.9693093,Restaurant and cafe Licence,13782,MELBOURNE,-37.81268409
KUURAKU,MELBOURNE,36120010,GROUND FLOOR,131-135 BOURKE STREET,3000,144.9693093,Limited Licence,13783,MELBOURNE,-37.81268409
NO. 1 DELICIOUS,MELBOURNE,32306410,83 FRANKLIN STREET,null,3000,144.96168,Restaurant and cafe Licence,13794,MELBOURNE,-37.808028
PEARSON AND MURPHYS CAFE,MELBOURNE,32302628,RMIT CAFE BUILDING 1,124 LATROBE STREET,3000,144.962709,On-Premises Licence,13820,MELBOURNE,-37.8082404
BCOS AUSTRALIA,MELBOURNE,32302107,SHOP 4/353 LITTLE COLLINS STREET,null,3000,144.9629631,Restaurant and cafe Licence,13827,MELBOURNE,-37.81556611
BLUE MOON BAR,MELBOURNE,32304256,380-388 RUSSELL STREET,null,3000,144.9661045,On-Premises Licence,13849,MELBOURNE,-37.80754851
MISSCHU MELBOURNE,MELBOURNE,32302212,SHOP 2,297 EXHIBITION STREET,3000,144.968844,Restaurant and cafe Licence,13881,MELBOURNE,-37.80893615
WATERFRONT (SOUTHGATE),SOUTHBANK,32305553,"TENANCY G 20,",SOUTHGATE,3006,144.966408,Restaurant and cafe Licence,13912,MELBOURNE,-37.82036983
PULO POOL PARLOUR,MELBOURNE,32304882,BASEMENT 546-566,COLLINS STREET,3000,144.955906,On-Premises Licence,13928,MELBOURNE,-37.818343
ROULE GALETTE,MELBOURNE,32303250,null,239 & 241 FLINDERS LANE/5 SCOTT ALLEY,3000,144.9662658,Restaurant and cafe Licence,13982,MELBOURNE,-37.816795
BISTRO VUE,MELBOURNE,36120840,PART GROUND FLOOR,430 LITTLE COLLINS STREET,3000,144.9601983,Limited Licence,13993,MELBOURNE,-37.81609515
KAIKEY'S LANE,MELBOURNE,32303080,30-32 BLOCK PLACE,null,3000,144.9644096,Restaurant and cafe Licence,14000,MELBOURNE,-37.81530301
SALESFORCE AUSTRALIA,MELBOURNE,36121189,L 16 & 17,485 LA TROBE ST,3000,144.9547692,Limited Licence,14014,MELBOURNE,-37.81244789
SAN TELMO RESTAURANT,MELBOURNE,32304311,12-18 MEYERS PLACE,null,3000,144.9724225,Restaurant and cafe Licence,14019,MELBOURNE,-37.8122421
MINH XUONG SEAFOOD AND BBQ RESTAURANT,MELBOURNE,32305147,209-211 RUSSELL STREET,null,3000,144.9672814,Restaurant and cafe Licence,14022,MELBOURNE,-37.8116578
XPRESSOMONDO CAFE,MELBOURNE,32303195,33 DEGRAVES STREET,null,3000,144.9654783,Restaurant and cafe Licence,14040,MELBOURNE,-37.81704274
MONKEY KING,MELBOURNE,32304581,SHOP GD 068/69,MELBOURNE CENTRAL SHOPPING CENTRE,3000,144.9627951,Restaurant and cafe Licence,14145,MELBOURNE,-37.8109157
GUK BAB,MELBOURNE,32304696,SHOP 1 / 535 LITTLE LONSDALE STREET,null,3000,144.9561532,Restaurant and cafe Licence,14163,MELBOURNE,-37.8138262
MR BIG STUFF,MELBOURNE,32307686,SHOP 1,12-18 MEYERS PLACE,3000,144.9724225,Restaurant and cafe Licence,14188,MELBOURNE,-37.8122421
MAD MEX - MELBOURNE CENTRAL,MELBOURNE,32305008,"SHOP L02 263, MELBOURNE CENTRAL",211 LA TROBE STREET,3000,144.9634863,Restaurant and cafe Licence,14204,MELBOURNE,-37.81170035
CHIN CHIN (VIC),MELBOURNE,32304248,125 FLINDERS LANE,null,3000,144.9703536,Restaurant and cafe Licence,14209,MELBOURNE,-37.81561291
SHUJI SUSHI,MELBOURNE,32305163,SHOP 1,601 BOURKE STREET,3000,144.9561741,Restaurant and cafe Licence,14221,MELBOURNE,-37.81648
WAGYU YA,MELBOURNE,32305016,SHOP 8-10 THE PARAMOUNT,110-116 BOURKE STREET,3000,144.9699957,Restaurant and cafe Licence,14223,MELBOURNE,-37.81202406
SAMBAL KAMPUNG,MELBOURNE,32305529,369 LITTLE COLLINS STREET,null,3000,144.9627942,Restaurant and cafe Licence,14224,MELBOURNE,-37.81636225
VIET SOUL,MELBOURNE,32305155,SHOP 1 381 FLINDERS LANE,null,3000,144.9613757,Restaurant and cafe Licence,14229,MELBOURNE,-37.81822439
XPRESSOMONDO CAFE,MELBOURNE,32305430,35 DEGRAVES STREET,null,3000,144.9654783,Restaurant and cafe Licence,14250,MELBOURNE,-37.81704274
YABBY HOUSE,MELBOURNE,32305854,275 KING STREET,null,3000,144.954261,Restaurant and cafe Licence,14292,MELBOURNE,-37.813811
HENRY AND THE FOX,MELBOURNE,32306127,"SHOPS 10-12, MCCRACKEN'S RETAIL",500 COLLINS STREET,3000,144.957614,Restaurant and cafe Licence,14326,MELBOURNE,-37.817843
CHANG GO,MELBOURNE,32306020,70-72 LITTLE LA TROBE STREET,null,3000,144.9617533,Restaurant and cafe Licence,14330,MELBOURNE,-37.80945344
MYER,MELBOURNE,36123204,"PART OF L6, MYER BOURKE ST STORE",BOURKE STREET,3000,144.9640524,Limited Licence,14334,MELBOURNE,-37.8135134
MR MASON,MELBOURNE,32306664,TENANCY 10,530 COLLINS STREET,3000,144.9566471,Restaurant and cafe Licence,14391,MELBOURNE,-37.81734624
PEPPERONI'S,MELBOURNE,36123432,7A & 9 ELIZABETH STREET,null,3000,144.964543,Limited Licence,14392,MELBOURNE,-37.8178917
LAKSA BAR LITTLE LONSDALE,MELBOURNE,32306648,108 LITTLE LONSDALE STREET,null,3000,144.9684658,Restaurant and cafe Licence,14418,MELBOURNE,-37.8091942
DEL CORSO CAFE,MELBOURNE,32306965,353 FLINDERS LANE,null,3000,144.962738,Restaurant and cafe Licence,14421,MELBOURNE,-37.817833
RYDGES MELBOURNE,MELBOURNE,36123864,186 EXHIBITION STREET,null,3000,144.9706009,Limited Licence,14447,MELBOURNE,-37.81156185
HANKS CATERING,MELBOURNE,36124129,L 1,79 BOURKE ST,3000,144.971032,Limited Licence,14453,MELBOURNE,-37.81216169
PIZZA @ QV,MELBOURNE,32307898,SHOP 25 SHED F QV MARKET,ELIZABETH STREET,3000,144.9566532,Restaurant and cafe Licence,14477,MELBOURNE,-37.80612815
MISTER CLOSE,MELBOURNE,32307783,"SHOP 13, MIDTOWN PLAZA",246 BOURKE STREET,3000,144.9659433,Restaurant and cafe Licence,14493,MELBOURNE,-37.81322978
PUD THAI VS PHO,DOCKLANDS,32307678,"SHOP 4, 60 SIDDELEY STREET",null,3008,144.952518,Restaurant and cafe Licence,14494,MELBOURNE,-37.822692
HOME @ THE MANSION,EAST MELBOURNE,32309947,68-88 VICTORIA PARADE,null,3002,144.9743217,On-Premises Licence,14566,MELBOURNE,-37.80841771
PURPLE PEANUTS JAPANESE CAFE,MELBOURNE,32313352,SHOP G20,620 COLLINS STREET,3000,144.9544313,Restaurant and cafe Licence,14570,MELBOURNE,-37.81876804
FONDA FLINDERS,MELBOURNE,32309751,LEVEL 3,31 FLINDERS LANE,3000,144.9732275,Restaurant and cafe Licence,14631,MELBOURNE,-37.81478828
11 INCH PIZZA,MELBOURNE,32308284,TENANCY 5B,353-359 LITTLE COLLINS STREET,3000,144.9629631,Restaurant and cafe Licence,14649,MELBOURNE,-37.81556611
SECRET KITCHEN,MELBOURNE,32308420,SHOP 4,222 EXHIBITION STREET,3000,144.9702376,Restaurant and cafe Licence,14661,MELBOURNE,-37.8107265
COFFEE EXCHANGE,MELBOURNE,32310493,"SHOP 9, 1 L ITTLE COLLINS STREET",null,3000,144.9733347,Restaurant and cafe Licence,14702,MELBOURNE,-37.81252815
JANG GUN RESTAURANT,MELBOURNE,32308658,SHOP F & SHOP C1,550 LONSDALE STREET,3000,144.9561532,Restaurant and cafe Licence,14714,MELBOURNE,-37.8138262
NEAPOLI WINE BAR,MELBOURNE,31953963,30 RUSSELL PLACE,null,3000,144.9673838,General Licence,14721,MELBOURNE,-37.81349236
BWS - BEER WINE SPIRITS,MELBOURNE,32063664,SOUTHERN CROSS STATION,CORNER COLLINS AND SPENCER STREETS,3000,144.952945,Packaged Liquor Licence,14723,MELBOURNE,-37.81708897
AK8 POOL & KARAOKE LOUNGE,MELBOURNE,32309159,45 THERRY STREET,null,3000,144.9609581,On-Premises Licence,14735,MELBOURNE,-37.80778256
THAILICIOUS,MELBOURNE,32308802,1/355 EXHIBITION STREET,null,3000,144.9682011,Restaurant and cafe Licence,14745,MELBOURNE,-37.80752821
THE WORKERS FOOD ROOM,MELBOURNE,32308593,472 LITTLE LONSDALE STREET,null,3000,144.9554991,Restaurant and cafe Licence,14747,MELBOURNE,-37.81299478
FOOD STORIES CHINESE CANTEEN,MELBOURNE,32309662,"GROUND FLOOR, 311 EXHIBITION STREET",null,3000,144.968748,Restaurant and cafe Licence,14842,MELBOURNE,-37.8087
MAD MEX - SOUTHERN CROSS TOWER,MELBOURNE,32309044,SHOP E5 SOUTHERN CROSS LANE,121 EXHIBITION STREET,3000,144.9705611,Restaurant and cafe Licence,14853,MELBOURNE,-37.81273921
GYOZA DOURAKA,MELBOURNE,32309515,147-149 BOURKE STREET,null,3000,144.9689543,Restaurant and cafe Licence,14894,MELBOURNE,-37.81278609
FATTO BAR & CANTINA,MELBOURNE,32309450,"TENANCY D, HAMER HALL",100 ST KILDA ROAD,3004,144.9685208,Restaurant and cafe Licence,14910,MELBOURNE,-37.82149543
@T EASE,MELBOURNE,32309379,195 LONSDALE STREET,null,3000,144.966611,Restaurant and cafe Licence,14918,MELBOURNE,-37.81124
SAKE RESTAURANT AND BAR,MELBOURNE,32309719,TENANCY B & C HAMER HALL - THE ARTS,"CENTRE, 100 ST KILDA ROAD",3004,144.9685208,Restaurant and cafe Licence,14967,MELBOURNE,-37.82149543
ABC CHICKEN,MELBOURNE,32310477,175 A'BECKETT STREET,null,3000,144.9582146,Restaurant and cafe Licence,15005,MELBOURNE,-37.81017855
CHIMAC THE KOREAN BISTRO,WEST MELBOURNE,32310401,"SHOP G1, 39-47 PEEL STREET",null,3003,144.9554305,Restaurant and cafe Licence,15006,MELBOURNE,-37.80718435
DUMPLING WORLD,MELBOURNE,32310207,SHOP 7,608 COLLINS STREET,3000,144.954603,Restaurant and cafe Licence,15008,MELBOURNE,-37.81871068
LIQUORLAND,MELBOURNE,32063834,"TENANCY LG 74, MELBOURNE CENTRAL",LA TROBE STREET,3000,144.9627951,Packaged Liquor Licence,15016,MELBOURNE,-37.8109157
HOMETOWN FOOD CENTRE,MELBOURNE,32063779,"SHOP 2, 440 ELIZABETH STREET",null,3000,144.9609312,Packaged Liquor Licence,15092,MELBOURNE,-37.80878135
OVOLO HOTEL,MELBOURNE,36127127,19 LITTLE BOURKE STREET,null,3000,144.9719576,Limited Licence,15097,MELBOURNE,-37.81067399
WAGAYA JAPANESE RESTAURANT MELBOURNE,MELBOURNE,32311601,"SHOP 201, REAR CINEMA 1, MIDCITY ARCADE",200 BOURKE STREET,3000,144.9673846,Restaurant and cafe Licence,15121,MELBOURNE,-37.81280679
RESTAURANT SUDA,MELBOURNE,32311627,"SHOP C2, 550 LONSDALE STREET",null,3000,144.9561532,Restaurant and cafe Licence,15122,MELBOURNE,-37.8138262
TREASURY WINE ESTATES,MELBOURNE,36127397,"LEVEL 8, 161 COLLINS STREET",null,3000,144.9686243,Limited Licence,15125,MELBOURNE,-37.81510341
SHANGHAI MASTER DUMPLING,MELBOURNE,32310914,173 KING STREET,null,3000,144.9553006,Restaurant and cafe Licence,15136,MELBOURNE,-37.81607335
THE GRAIN STORE EATERY,MELBOURNE,32310906,SHOP 2 GE,517- 535 FLINDERS LANE,3000,144.9570765,Restaurant and cafe Licence,15137,MELBOURNE,-37.81993596
IL POMODORO FED SQUARE,MELBOURNE,32312542,TENANCY T122 FEDERATION SQUARE,CNR FLINDERS & SWANSTON STREETS,3000,144.9688154,Restaurant and cafe Licence,15165,MELBOURNE,-37.8177618
WATERFLAME,MELBOURNE,32311287,"SHOPS 2, 3 & 4",340 LITTLE LONSDALE STREET,3000,144.9595447,Restaurant and cafe Licence,15186,MELBOURNE,-37.81184318
MAMAK,MELBOURNE,31280792,366 LONSDALE STREET,null,3000,144.9615849,BYO Permit,15196,MELBOURNE,-37.81227123
GUZMAN Y GOMEZ SWANSTON STREET,MELBOURNE,32311075,GROUND FLOOR & MEZZANINE,"TENANCY 2, 289-299 SWANSTON STREET",3000,144.9643181,Restaurant and cafe Licence,15225,MELBOURNE,-37.81119205
DOSIROCK,MELBOURNE,32313035,"SHOP 1, 280 KING STREET",null,3000,144.9546781,Restaurant and cafe Licence,15238,MELBOURNE,-37.81352121
B CHURRASCO,MELBOURNE,32312712,61 A'BECKETT STREET,null,3000,144.9617443,Restaurant and cafe Licence,15270,MELBOURNE,-37.80916999
null,MELBOURNE,32312039,388 LONSDALE STREET,null,3000,144.9608309,Restaurant and cafe Licence,15281,MELBOURNE,-37.8124294
FOMO THAI,MELBOURNE,32312063,171 BOURKE STREET,null,3000,144.968473,Restaurant and cafe Licence,15285,MELBOURNE,-37.812931
TONKA BAR AND RESTAURANT,MELBOURNE,32312631,LEVEL 1,96 FLINDERS STREET,3000,144.9715345,Restaurant and cafe Licence,15287,MELBOURNE,-37.81604781
G2-GUHNG,MELBOURNE,32312437,301 ELIZABETH STREET,null,3000,144.96166,Restaurant and cafe Licence,15302,MELBOURNE,-37.811605
RAAN KAN EANG,MELBOURNE,32312869,417-419 ELIZABETH ST,null,3000,144.960513,Restaurant and cafe Licence,15303,MELBOURNE,-37.809116
WARRA WARRA KITCHEN,MELBOURNE,32311813,SHOP 19 & 20 TIVOLI ARCADE,235-251 BOURKE STREET,3000,144.9664841,Restaurant and cafe Licence,15318,MELBOURNE,-37.81350121
HUXTA-BURGER,MELBOURNE,32312908,T11 FULHAM PLACE,PART OF 357 COLLINS STREET,3000,144.9626332,On-Premises Licence,15323,MELBOURNE,-37.81684919
SHANGHAI DRAGON DUMPLING RESTAURANT,MELBOURNE,31280962,163 RUSSELL STREET,null,3000,144.967723,BYO Permit,15337,MELBOURNE,-37.812503
GAMI CHICKEN,MELBOURNE,32312657,BASEMENT 26 KING STREET,null,3000,144.957454,Restaurant and cafe Licence,15340,MELBOURNE,-37.819526
KILLINEY KOPITIAM BOURKE STREET,MELBOURNE,32312291,"SHOP 11, 108 BOURKE STREET",null,3000,144.9699957,Restaurant and cafe Licence,15344,MELBOURNE,-37.81202406
TOKYO POP,MELBOURNE,32319099,"TENANCY LG-008, LOWER GROUND LEVEL","EMPORIUM MELBOURNE, LONSDALE STREET",3000,144.963695,Restaurant and cafe Licence,15359,MELBOURNE,-37.8120861
DAINTY SICHUAN NOODLE EXPRESS,MELBOURNE,32320579,"TENANCY LG-009, LOWER GROUND LEVEL","EMPORIUM MELBOURNE, LONSDALE STREET",3000,144.9636119,Restaurant and cafe Licence,15361,MELBOURNE,-37.81268501
DUMPLINGS PLUS,MELBOURNE,32319104,"TENANCY LG-031, LOWER GROUND LEVEL","EMPORIUM MELBOURNE, LONSDALE STREET",3000,144.9636952,Restaurant and cafe Licence,15363,MELBOURNE,-37.81208
CAFE BLUSH,MELBOURNE,32322822,"TENANCY 2-041, LEVEL 2,","EMPORIUM MELBOURNE, LONSDALE STREET",3000,144.9637031,Restaurant and cafe Licence,15364,MELBOURNE,-37.81209037
NABE ONE,MELBOURNE,32318831,"TENANCY 2-042, LEVEL 2","EMPORIUM MELBOURNE, LONSDALE STREET",3000,144.9636952,Restaurant and cafe Licence,15365,MELBOURNE,-37.812086
DIN TAI FUNG,MELBOURNE,32326949,"TENANCY M0002, LEVEL 4,","EMPORIUM MELBOURNE, LONSDALE STREET",3000,144.9628295,Restaurant and cafe Licence,15366,MELBOURNE,-37.81030611
VAPIANO,MELBOURNE,32313069,GROUND FLOOR & LOWER GROUND FLOOR,"T3, T4 & T5/357 COLLINS STREET",3000,144.9626332,Restaurant and cafe Licence,15367,MELBOURNE,-37.81684919
